cohort,simulator,entry_index,exit_index,entry_time_api,exit_time_api,entry_time_actual_utc,exit_time_actual_utc,raw_episode_id,entry_price,exit_price,tp_distance,sl_distance,exit_reason,same_bar_both_hit,gross_price,spread_points,spread_observed,extra_cost_points,gross_r,net_r,stress_r,risk_mult,risk_guard_reasons,risk_budget,account_pnl,balance_before,balance_after,positive,trade_id,episode_trade_ordinal,entry_kind,score_fold,candidate_id
S1_SECONDARY_P060,S5,1434701,1434702,2022-01-25T17:00:00,2022-01-25T17:01:00,2022-01-25T17:00:00,2022-01-25T17:01:00,18070,1850.35,1848.4162857142858,1.5711428571428219,1.9337142857142422,stop_loss,False,-1.9337142857141316,24.0,True,5.0,-0.8895899053627231,-1.0230021030493714,-1.0460042060987935,0.5,live_rolling_pf,3.6054114313278876e-06,-3.6883434766066734e-06,0.000515058775903984,0.0005113704324273772,False,S5_010767,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1434719,1434729,2022-01-25T17:18:00,2022-01-25T17:28:00,2022-01-25T17:18:00,2022-01-25T17:28:00,18070,1842.59,1844.5455714285713,1.9555714285714447,2.406857142857163,take_profit,False,1.9555714285713748,24.0,True,5.0,0.7388277202072279,0.6292638169257089,0.6103734887737228,0.5,live_post_loss_cap;live_rolling_pf,3.579593026991641e-06,2.252508371205412e-06,0.0005113704324273772,0.0005136229407985826,True,S5_010768,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1434730,1434733,2022-01-25T17:29:00,2022-01-25T17:32:00,2022-01-25T17:29:00,2022-01-25T17:32:00,18070,1843.63,1845.13,1.5,1.7211428571427991,take_profit,False,1.5,24.0,True,5.0,0.7648601398601624,0.6169871794871977,0.591491841491859,0.5,live_post_loss_cap;live_rolling_pf,3.5953605855900783e-06,2.218291386942662e-06,0.0005136229407985826,0.0005158412321855253,True,S5_010769,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1434734,1434743,2022-01-25T17:33:00,2022-01-25T17:42:00,2022-01-25T17:33:00,2022-01-25T17:42:00,18070,1845.45,1846.95,1.5,1.5714285714285197,take_profit,False,1.5,24.0,True,5.0,0.8280757097792035,0.6679810725552241,0.6403785488959173,0.5,live_post_loss_cap;live_rolling_pf,3.610888625298677e-06,2.412005256804469e-06,0.0005158412321855253,0.0005182532374423298,True,S5_010770,3,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1434749,1434779,2022-01-25T17:48:00,2022-01-25T18:18:00,2022-01-25T17:48:00,2022-01-25T18:18:00,18072,1846.12,1847.62,1.5,1.1920000000001112,take_profit,False,1.5,24.0,True,5.0,1.0474860335194718,0.8449720670390405,0.8100558659217247,0.5,live_post_loss_cap;live_rolling_pf,3.6277726620963084e-06,3.06536656503924e-06,0.0005182532374423298,0.0005213186040073691,True,S5_010771,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1434834,1434856,2022-01-25T19:13:00,2022-01-25T19:35:00,2022-01-25T19:13:00,2022-01-25T19:35:00,18074,1848.45,1849.95,1.5,1.1965714285713798,take_profit,False,1.5,24.0,True,5.0,1.044152744630107,0.8422832140016197,0.8074781225139495,0.5,live_rolling_pf,3.6492302280515836e-06,3.0736853651151512e-06,0.0005213186040073691,0.0005243922893724842,True,S5_010772,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436080,1436080,2022-01-26T17:00:00,2022-01-26T17:00:00,2022-01-26T17:00:00,2022-01-26T17:00:00,18077,1835.99,1837.49,1.5,1.5188571428572166,take_profit,False,1.5,24.0,True,5.0,0.8528265107212119,0.6879467186484441,0.6595191682910704,0.5,live_rolling_pf,3.67074602560739e-06,2.5252776833084215e-06,0.0005243922893724842,0.0005269175670557926,True,S5_010773,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436081,1436096,2022-01-26T17:01:00,2022-01-26T17:16:00,2022-01-26T17:01:00,2022-01-26T17:16:00,18077,1836.33,1837.83,1.5,1.6480000000000865,take_profit,False,1.5,24.0,True,5.0,0.7944915254236924,0.6408898305084452,0.6144067796609888,0.5,live_rolling_pf,3.6884229693905486e-06,2.363872771696165e-06,0.0005269175670557926,0.0005292814398274888,True,S5_010774,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436112,1436118,2022-01-26T17:32:00,2022-01-26T17:38:00,2022-01-26T17:32:00,2022-01-26T17:38:00,18078,1834.82,1833.562857142857,1.5,1.257142857142883,stop_loss,False,-1.2571428571429806,24.0,True,5.0,-0.8396946564886175,-1.03339694656495,-1.066793893129835,0.5,live_rolling_pf,3.704970078792422e-06,-3.828704766538591e-06,0.0005292814398274888,0.0005254527350609502,False,S5_010775,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436221,1436230,2022-01-26T19:21:00,2022-01-26T19:30:00,2022-01-26T19:21:00,2022-01-26T19:30:00,18083,1829.8,1831.3,1.5,1.2960000000000427,take_profit,False,1.5,24.0,True,5.0,0.9765624999999729,0.7877604166666448,0.7552083333333123,0.5,live_post_loss_cap;live_rolling_pf,3.6781691454266513e-06,2.8975160585716954e-06,0.0005254527350609502,0.0005283502511195219,True,S5_010776,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436380,1436408,2022-01-26T22:00:00,2022-01-26T22:28:00,2022-01-26T22:00:00,2022-01-26T22:28:00,18087,1819.23,1815.500857142857,3.029928571428603,3.729142857142896,stop_loss,False,-3.7291428571429606,36.0,True,5.0,-0.9119619899385297,-1.0122275013974444,-1.024455002794873,0.5,live_rolling_pf,3.6984517578366535e-06,-3.743674581873982e-06,0.0005283502511195219,0.000524606576537648,False,S5_010777,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436423,1436425,2022-01-26T22:43:00,2022-01-26T22:45:00,2022-01-26T22:43:00,2022-01-26T22:45:00,18088,1818.39,1816.6174285714287,1.5,1.7725714285713758,stop_loss,False,-1.772571428571382,36.0,True,5.0,-0.8311897106109313,-1.023445873526263,-1.046891747052523,0.5,live_post_loss_cap;live_rolling_pf,3.672246035763536e-06,-3.7583450518753685e-06,0.000524606576537648,0.0005208482314857726,False,S5_010778,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436440,1436495,2022-01-26T23:00:00,2022-01-26T23:55:00,2022-01-26T23:00:00,2022-01-26T23:55:00,18090,1817.63,1819.13,1.5,1.5485714285713714,take_profit,False,1.5,36.0,True,5.0,0.7859281437125983,0.5711077844311547,0.5449101796407348,0.5,live_post_loss_cap;live_rolling_pf,3.645937620400408e-06,2.0822233565610735e-06,0.0005208482314857726,0.0005229304548423336,True,S5_010779,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1436992,1436999,2022-01-27T09:13:00,2022-01-27T09:20:00,2022-01-27T09:13:00,2022-01-27T09:20:00,18092,1815.16,1813.8788571428572,1.5,1.2811428571427574,stop_loss,False,-1.2811428571428678,24.0,True,5.0,-0.8422238918107309,-1.0328700225395187,-1.065740045078965,0.5,live_rolling_pf,3.6605131838963354e-06,-3.7808343347572133e-06,0.0005229304548423336,0.0005191496205075764,False,S5_010780,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437459,1437461,2022-01-27T17:00:00,2022-01-27T17:02:00,2022-01-27T17:00:00,2022-01-27T17:02:00,18099,1805.6,1807.1711428571427,1.571142857142885,1.93371428571432,take_profit,False,1.5711428571428314,24.0,True,5.0,0.7227917981072323,0.5893796004205887,0.5663774973711674,0.5,live_rolling_pf,3.634047343553035e-06,2.14183337125279e-06,0.0005191496205075764,0.0005212914538788292,True,S5_010781,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437462,1437474,2022-01-27T17:03:00,2022-01-27T17:15:00,2022-01-27T17:03:00,2022-01-27T17:15:00,18099,1807.11,1805.022,1.6965000000000197,2.088000000000024,stop_loss,False,-2.0879999999999654,24.0,True,5.0,-0.8969072164948212,-1.0214776632302152,-1.0429553264604554,0.5,live_rolling_pf,3.649040177151804e-06,-3.727413033190195e-06,0.0005212914538788292,0.000517564040845639,False,S5_010782,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437498,1437505,2022-01-27T17:39:00,2022-01-27T17:46:00,2022-01-27T17:39:00,2022-01-27T17:46:00,18099,1798.69,1796.9448571428572,1.5,1.745142857142855,stop_loss,False,-1.7451428571428096,24.0,True,5.0,-0.8791018998272654,-1.0251871042026253,-1.0503742084052736,0.5,live_post_loss_cap;live_rolling_pf,3.622948285919473e-06,-3.7141998619176494e-06,0.000517564040845639,0.0005138498409837214,False,S5_010783,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437547,1437548,2022-01-27T18:28:00,2022-01-27T18:29:00,2022-01-27T18:28:00,2022-01-27T18:29:00,18100,1794.2,1795.7,1.5,1.3268571428570795,take_profit,False,1.5,24.0,True,5.0,0.9573304157549621,0.7722465353756695,0.7403355215171706,0.5,live_post_loss_cap;live_rolling_pf,3.5969488868860497e-06,2.7777313158211225e-06,0.0005138498409837214,0.0005166275722995425,True,S5_010784,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437552,1437555,2022-01-27T18:33:00,2022-01-27T18:36:00,2022-01-27T18:33:00,2022-01-27T18:36:00,18100,1792.56,1794.06,1.5,1.7485714285713716,take_profit,False,1.5,24.0,True,5.0,0.7543103448276078,0.6084770114942702,0.58333333333335,0.5,live_post_loss_cap;live_rolling_pf,3.6163930060967973e-06,2.2004920087385595e-06,0.0005166275722995425,0.0005188280643082811,True,S5_010785,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1437557,1437571,2022-01-27T18:38:00,2022-01-27T18:52:00,2022-01-27T18:38:00,2022-01-27T18:52:00,18100,1794.57,1792.6877142857143,1.5293571428571455,1.8822857142857174,stop_loss,False,-1.882285714285672,24.0,True,5.0,-0.8869143780290579,-1.0235595045772536,-1.0471190091545288,0.5,live_post_loss_cap;live_rolling_pf,3.6317964501579676e-06,-3.7173597752491175e-06,0.0005188280643082811,0.000515110704533032,False,S5_010786,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438838,1438838,2022-01-28T17:00:00,2022-01-28T17:00:00,2022-01-28T17:00:00,2022-01-28T17:00:00,18110,1786.41,1787.9245,1.5144999999999738,1.863999999999968,take_profit,False,1.5144999999999982,24.0,True,5.0,0.719819391634991,0.581986692015217,0.5582224334600836,0.5,live_rolling_pf,3.605774931731224e-06,2.09851302466965e-06,0.000515110704533032,0.0005172092175577017,True,S5_010787,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438839,1438846,2022-01-28T17:01:00,2022-01-28T17:08:00,2022-01-28T17:01:00,2022-01-28T17:08:00,18110,1787.87,1789.4374285714284,1.5674285714285394,1.9291428571428177,take_profit,False,1.567428571428536,24.0,True,5.0,0.7226027397260242,0.5889093782929342,0.5658587987355049,0.5,live_rolling_pf,3.620464522903912e-06,2.1321255113149673e-06,0.0005172092175577017,0.0005193413430690166,True,S5_010788,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438847,1438848,2022-01-28T17:09:00,2022-01-28T17:10:00,2022-01-28T17:09:00,2022-01-28T17:10:00,18110,1789.34,1790.84,1.5,1.8228571428570963,take_profit,False,1.5,24.0,True,5.0,0.7271468144044486,0.5865650969529219,0.5623268698061069,0.5,live_rolling_pf,3.6353894014831166e-06,2.132392536742569e-06,0.0005193413430690166,0.0005214737356057592,True,S5_010789,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438849,1438849,2022-01-28T17:11:00,2022-01-28T17:11:00,2022-01-28T17:11:00,2022-01-28T17:11:00,18110,1791.13,1792.6463571428571,1.5163571428571152,1.8662857142856801,take_profit,False,1.5163571428570322,24.0,True,5.0,0.7199199674443433,0.58223684210522,0.5584983722191643,0.5,live_rolling_pf,3.6503161492403143e-06,2.1253485474193675e-06,0.0005214737356057592,0.0005235990841531786,True,S5_010790,3,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438850,1438850,2022-01-28T17:12:00,2022-01-28T17:12:00,2022-01-28T17:12:00,2022-01-28T17:12:00,18110,1792.17,1790.179142857143,1.6175714285714144,1.9908571428571253,stop_loss,False,-1.9908571428570667,24.0,True,5.0,-0.892418032786858,-1.0224129098360395,-1.044825819672105,0.5,live_rolling_pf,3.6651935890722502e-06,-3.7473412425157567e-06,0.0005235990841531786,0.0005198517429106629,False,S5_010791,4,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438866,1438870,2022-01-28T17:28:00,2022-01-28T17:32:00,2022-01-28T17:28:00,2022-01-28T17:32:00,18110,1784.48,1782.4297142857142,1.665857142857127,2.0502857142856947,stop_loss,False,-2.050285714285792,24.0,True,5.0,-0.895209580838365,-1.021831337325392,-1.0436626746507416,0.5,live_post_loss_cap;live_rolling_pf,3.6389622003746405e-06,-3.71840561168537e-06,0.0005198517429106629,0.0005161333372989775,False,S5_010792,5,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438885,1438885,2022-01-28T17:47:00,2022-01-28T17:47:00,2022-01-28T17:47:00,2022-01-28T17:47:00,18110,1783.99,1785.49,1.5,1.5919999999999552,take_profit,False,1.5,24.0,True,5.0,0.8187772925764393,0.6604803493449943,0.6331877729257797,0.5,live_post_loss_cap;live_rolling_pf,3.6129333610928424e-06,2.3862714884947852e-06,0.0005161333372989775,0.0005185196087874723,True,S5_010793,6,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438886,1438895,2022-01-28T17:48:00,2022-01-28T17:57:00,2022-01-28T17:48:00,2022-01-28T17:57:00,18110,1785.5,1783.7628571428572,1.5,1.7371428571428105,stop_loss,False,-1.7371428571427714,24.0,True,5.0,-0.8786127167629831,-1.0252890173410214,-1.0505780346820623,0.5,live_post_loss_cap;live_rolling_pf,3.629637261512306e-06,-3.721427221160308e-06,0.0005185196087874723,0.000514798181566312,False,S5_010794,7,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1438943,1438950,2022-01-28T18:45:00,2022-01-28T18:52:00,2022-01-28T18:45:00,2022-01-28T18:52:00,18111,1782.59,1784.09,1.5,1.2228571428570962,take_profit,False,1.5,24.0,True,5.0,1.0253906250000326,0.8271484375000263,0.7929687500000252,0.5,live_post_loss_cap;live_rolling_pf,3.6035872709641843e-06,2.980701580573009e-06,0.000514798181566312,0.000517778883146885,True,S5_010795,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1439267,1439278,2022-01-31T01:11:00,2022-01-31T01:22:00,2022-01-31T01:11:00,2022-01-31T01:22:00,18112,1788.6,1790.1,1.5,1.199999999999948,take_profit,False,1.5,28.0,True,5.0,1.0135135135135491,0.7905405405405682,0.7567567567567834,0.5,live_rolling_pf,3.6244521820281954e-06,2.8652763871440116e-06,0.000517778883146885,0.000520644159534029,True,S5_010796,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1440216,1440219,2022-01-31T17:00:00,2022-01-31T17:03:00,2022-01-31T17:00:00,2022-01-31T17:03:00,18116,1795.64,1794.241142857143,1.5,1.39885714285717,stop_loss,False,-1.3988571428571959,24.0,True,5.0,-0.8535564853556666,-1.0305090655509217,-1.0610181311018279,0.5,live_rolling_pf,3.6445091167382032e-06,-3.7556996842817007e-06,0.000520644159534029,0.0005168884598497473,False,S5_010797,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1440234,1440236,2022-01-31T17:18:00,2022-01-31T17:20:00,2022-01-31T17:18:00,2022-01-31T17:20:00,18116,1796.16,1794.7782857142859,1.5,1.3817142857142766,stop_loss,False,-1.3817142857142244,24.0,True,5.0,-0.8520084566595865,-1.030831571529214,-1.0616631430584602,0.5,live_post_loss_cap;live_rolling_pf,3.6182192189482313e-06,-3.7297746036056105e-06,0.0005168884598497473,0.0005131586852461417,False,S5_010798,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1440268,1440279,2022-01-31T17:52:00,2022-01-31T18:03:00,2022-01-31T17:52:00,2022-01-31T18:03:00,18117,1795.22,1796.72,1.5,1.234285714285787,take_profit,False,1.5,24.0,True,5.0,1.0174418604650661,0.8207364341084866,0.7868217054263177,0.5,live_post_loss_cap;live_rolling_pf,3.5921107967229922e-06,2.9481762062250235e-06,0.0005131586852461417,0.0005161068614523667,True,S5_010799,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1440280,1440283,2022-01-31T18:04:00,2022-01-31T18:07:00,2022-01-31T18:04:00,2022-01-31T18:07:00,18117,1796.43,1797.93,1.5,1.332571428571386,take_profit,False,1.5,24.0,True,5.0,0.9538517441860723,0.769440406976765,0.7376453488372292,0.5,live_post_loss_cap;live_rolling_pf,3.612748030166567e-06,2.7797943146358693e-06,0.0005161068614523667,0.0005188866557670025,True,S5_010800,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1441594,1441594,2022-02-01T17:00:00,2022-02-01T17:00:00,2022-02-01T17:00:00,2022-02-01T17:00:00,18120,1802.42,1800.6668571428572,1.5,1.7531428571428738,stop_loss,True,-1.7531428571428478,24.0,True,5.0,-0.8795871559632907,-1.0250860091742986,-1.0501720183486103,0.5,live_rolling_pf,3.6322065903690176e-06,-3.7233241582179625e-06,0.0005188866557670025,0.0005151633316087846,False,S5_010801,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1441609,1441626,2022-02-01T17:15:00,2022-02-01T17:32:00,2022-02-01T17:15:00,2022-02-01T17:32:00,18120,1801.34,1803.9474285714284,2.6074285714285645,3.209142857142849,take_profit,False,2.6074285714284997,24.0,True,5.0,0.7559642147117106,0.6718853545394108,0.6573889993372902,0.5,live_post_loss_cap;live_rolling_pf,3.606143321261492e-06,2.422914883925706e-06,0.0005151633316087846,0.0005175862464927104,True,S5_010802,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1441627,1441631,2022-02-01T17:33:00,2022-02-01T17:37:00,2022-02-01T17:33:00,2022-02-01T17:37:00,18120,1803.44,1804.94,1.5,1.6182857142857239,take_profit,False,1.5,24.0,True,5.0,0.8071955719557153,0.6511377613776104,0.6242312423124199,0.5,live_post_loss_cap;live_rolling_pf,3.6231037254489727e-06,2.3591396490277244e-06,0.0005175862464927104,0.0005199453861417381,True,S5_010803,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1441632,1441636,2022-02-01T17:38:00,2022-02-01T17:42:00,2022-02-01T17:38:00,2022-02-01T17:42:00,18120,1804.84,1803.3382857142856,1.5,1.5017142857142451,stop_loss,False,-1.5017142857143426,24.0,True,5.0,-0.8622047244095016,-1.0287073490814216,-1.057414698162787,0.5,live_post_loss_cap;live_rolling_pf,3.639617702992167e-06,-3.744101478914885e-06,0.0005199453861417381,0.0005162012846628232,False,S5_010804,3,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1441651,1441655,2022-02-01T17:57:00,2022-02-01T18:01:00,2022-02-01T17:57:00,2022-02-01T18:01:00,18120,1805.55,1804.0871428571427,1.5,1.4628571428572157,stop_loss,False,-1.462857142857274,24.0,True,5.0,-0.859060402684604,-1.0293624161074155,-1.0587248322147969,0.5,live_post_loss_cap;live_rolling_pf,3.6134089926397627e-06,-3.7195074110479285e-06,0.0005162012846628232,0.0005124817772517753,False,S5_010805,4,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1442972,1442972,2022-02-02T17:00:00,2022-02-02T17:00:00,2022-02-02T17:00:00,2022-02-02T17:00:00,18123,1803.43,1804.93,1.5,1.5931428571428894,take_profit,False,1.5,24.0,True,5.0,0.8182668329176913,0.6600685785536043,0.632793017456348,0.5,live_rolling_pf,3.5873724407624268e-06,2.3679118277164294e-06,0.0005124817772517753,0.0005148496890794917,True,S5_010806,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1442973,1442974,2022-02-02T17:01:00,2022-02-02T17:02:00,2022-02-02T17:01:00,2022-02-02T17:02:00,18123,1807.54,1805.5537142857142,1.6138571428571742,1.9862857142857528,stop_loss,False,-1.9862857142857138,24.0,True,5.0,-0.8921971252566577,-1.022458932238175,-1.0449178644763675,0.5,live_rolling_pf,3.6039478235564416e-06,-3.684888643515614e-06,0.0005148496890794917,0.000511164800435976,False,S5_010807,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1442999,1443000,2022-02-02T17:27:00,2022-02-02T17:28:00,2022-02-02T17:27:00,2022-02-02T17:28:00,18124,1809.64,1808.0925714285715,1.5,1.5474285714286193,stop_loss,False,-1.5474285714285543,24.0,True,5.0,-0.8657289002557217,-1.027973145780014,-1.0559462915600644,0.5,live_post_loss_cap;live_rolling_pf,3.5781536030518323e-06,-3.678245815413284e-06,0.000511164800435976,0.0005074865546205627,False,S5_010808,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1443019,1443023,2022-02-02T17:47:00,2022-02-02T17:51:00,2022-02-02T17:47:00,2022-02-02T17:51:00,18125,1807.32,1808.82,1.5,1.2571428571428314,take_profit,False,1.5,24.0,True,5.0,1.001908396946582,0.8082061068702429,0.7748091603053568,0.5,live_post_loss_cap;live_rolling_pf,3.552405882343939e-06,2.871076128192145e-06,0.0005074865546205627,0.0005103576307487549,True,S5_010809,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1443024,1443066,2022-02-02T17:52:00,2022-02-02T18:34:00,2022-02-02T17:52:00,2022-02-02T18:34:00,18126,1808.69,1807.3288571428573,1.5,1.3611428571428146,stop_loss,False,-1.361142857142795,24.0,True,5.0,-0.8501070663811401,-1.0312276945039145,-1.062455389007841,0.5,live_post_loss_cap;live_rolling_pf,3.5725034152412844e-06,-3.6840644605066306e-06,0.0005103576307487549,0.0005066735662882483,False,S5_010810,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444351,1444352,2022-02-03T17:00:00,2022-02-03T17:01:00,2022-02-03T17:00:00,2022-02-03T17:01:00,18132,1791.4,1793.289642857143,1.889642857142891,2.3257142857143274,take_profit,False,1.889642857142917,24.0,True,5.0,0.736497772828519,0.6234688195991223,0.6039810690423296,0.5,live_rolling_pf,3.546714964017738e-06,2.2112661920706824e-06,0.0005066735662882483,0.000508884832480319,True,S5_010811,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444353,1444354,2022-02-03T17:02:00,2022-02-03T17:03:00,2022-02-03T17:02:00,2022-02-03T17:03:00,18132,1792.74,1790.4794285714286,1.8367142857143255,2.2605714285714775,stop_loss,False,-2.2605714285714384,24.0,True,5.0,-0.904021937842765,-1.0199954296160716,-1.039990859232159,0.5,live_rolling_pf,3.562193827362233e-06,-3.633421423316059e-06,0.000508884832480319,0.000505251411057003,False,S5_010812,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444369,1444387,2022-02-03T17:18:00,2022-02-03T17:36:00,2022-02-03T17:18:00,2022-02-03T17:36:00,18132,1798.67,1801.0685,2.3984999999999723,2.951999999999966,take_profit,False,2.3985000000000127,24.0,True,5.0,0.7514097744361021,0.6605576441102866,0.644893483709284,0.5,live_post_loss_cap;live_rolling_pf,3.536759877399021e-06,2.3362337723984836e-06,0.000505251411057003,0.0005075876448294015,True,S5_010813,2,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444388,1444388,2022-02-03T17:37:00,2022-02-03T17:37:00,2022-02-03T17:37:00,2022-02-03T17:37:00,18132,1800.18,1801.68,1.5,1.5462857142856852,take_profit,False,1.5,24.0,True,5.0,0.8397312859884973,0.6773832373640545,0.6493921944977713,0.5,live_post_loss_cap;live_rolling_pf,3.55311351380581e-06,2.406819534703751e-06,0.0005075876448294015,0.0005099944643641052,True,S5_010814,3,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444389,1444390,2022-02-03T17:38:00,2022-02-03T17:39:00,2022-02-03T17:38:00,2022-02-03T17:39:00,18132,1801.86,1803.36,1.5,1.6377142857142513,take_profit,False,1.5,24.0,True,5.0,0.7988435788192477,0.6444004869141932,0.6177723676202183,0.5,live_post_loss_cap;live_rolling_pf,3.5699612505487363e-06,2.3004847681184076e-06,0.0005099944643641052,0.0005122949491322236,True,S5_010815,4,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444391,1444393,2022-02-03T17:40:00,2022-02-03T17:42:00,2022-02-03T17:40:00,2022-02-03T17:42:00,18132,1803.52,1801.8537142857142,1.5,1.6662857142856802,stop_loss,False,-1.6662857142857774,24.0,True,5.0,-0.8741007194245092,-1.0262290167866222,-1.0524580335731935,0.5,live_post_loss_cap;live_rolling_pf,3.586064643925565e-06,-3.680123593669001e-06,0.0005122949491322236,0.0005086148255385546,False,S5_010816,5,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444436,1444440,2022-02-03T18:25:00,2022-02-03T18:29:00,2022-02-03T18:25:00,2022-02-03T18:29:00,18133,1804.93,1806.43,1.5,1.3497142857142794,take_profit,False,1.5,24.0,True,5.0,0.9435657800143818,0.7611430625449347,0.7296908698777886,0.5,live_post_loss_cap;live_rolling_pf,3.5603037787698826e-06,2.709900521763212e-06,0.0005086148255385546,0.0005113247260603178,True,S5_010817,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1444442,1444453,2022-02-03T18:31:00,2022-02-03T18:42:00,2022-02-03T18:31:00,2022-02-03T18:42:00,18134,1806.57,1805.107142857143,1.5,1.4628571428570858,stop_loss,False,-1.4628571428570467,24.0,True,5.0,-0.8590604026845361,-1.0293624161073607,-1.0587248322147442,0.5,live_post_loss_cap;live_rolling_pf,3.579273082422225e-06,-3.6843691880301818e-06,0.0005113247260603178,0.0005076403568722876,False,S5_010818,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1445731,1445733,2022-02-04T17:01:00,2022-02-04T17:03:00,2022-02-04T17:01:00,2022-02-04T17:03:00,18136,1805.54,1807.2058571428572,1.665857142857148,2.0502857142857205,take_profit,False,1.6658571428572486,24.0,True,5.0,0.727357784431182,0.6007360279441564,0.5789046906188071,0.5,live_rolling_pf,3.5534824981060136e-06,2.1347049612812846e-06,0.0005076403568722876,0.0005097750618335689,True,S5_010819,0,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1445734,1445735,2022-02-04T17:04:00,2022-02-04T17:05:00,2022-02-04T17:04:00,2022-02-04T17:05:00,18136,1807.07,1808.989357142857,1.9193571428571496,2.3622857142857225,take_profit,False,1.9193571428570522,24.0,True,5.0,0.7375658761527956,0.6261253842775214,0.6069115063679914,0.5,live_rolling_pf,3.5684254328349826e-06,2.234281745399484e-06,0.0005097750618335689,0.0005120093435789685,True,S5_010820,1,secondary,2,S1_SECONDARY_P060
S1_SECONDARY_P060,S5,1445736,1445739,2022-02-04T17:06:00,2022-02-04T17:09:00,2022-02-04T17:06:00,2022-02-04T17:09:00,18136,1809.21,1806.8614285714286,1.9082142857142816,2.3485714285714234,stop_loss,False,-2.348571428571404,24.0,True,5.0,-0.9072847682119127,-1.0193156732891757,-1.0386313465783588,0.5,live_rolling_pf,3.5840654050527794e-06,-3.653294041463816e-06,0.0005120093435789685,0.0005083560495375046,False,S5_010821,2,secondary,2,S1_SECONDARY_P060
