instrument,hour_utc,url
EUR/USD,2016-12-24T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/04h_ticks.bi5
EUR/USD,2016-12-24T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/05h_ticks.bi5
EUR/USD,2016-12-24T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/06h_ticks.bi5
EUR/USD,2016-12-24T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/07h_ticks.bi5
EUR/USD,2016-12-24T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/08h_ticks.bi5
EUR/USD,2016-12-24T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/09h_ticks.bi5
EUR/USD,2016-12-24T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/10h_ticks.bi5
EUR/USD,2016-12-24T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/11h_ticks.bi5
EUR/USD,2016-12-24T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/12h_ticks.bi5
EUR/USD,2016-12-24T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/13h_ticks.bi5
EUR/USD,2016-12-24T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/14h_ticks.bi5
EUR/USD,2016-12-24T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/15h_ticks.bi5
EUR/USD,2016-12-24T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/16h_ticks.bi5
EUR/USD,2016-12-24T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/17h_ticks.bi5
EUR/USD,2016-12-24T18:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/18h_ticks.bi5
EUR/USD,2016-12-24T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/19h_ticks.bi5
EUR/USD,2016-12-24T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/20h_ticks.bi5
EUR/USD,2016-12-24T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/21h_ticks.bi5
EUR/USD,2016-12-24T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/22h_ticks.bi5
EUR/USD,2016-12-24T23:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/24/23h_ticks.bi5
EUR/USD,2016-12-25T00:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/00h_ticks.bi5
EUR/USD,2016-12-25T01:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/01h_ticks.bi5
EUR/USD,2016-12-25T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/02h_ticks.bi5
EUR/USD,2016-12-25T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/03h_ticks.bi5
EUR/USD,2016-12-25T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/04h_ticks.bi5
EUR/USD,2016-12-25T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/05h_ticks.bi5
EUR/USD,2016-12-25T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/06h_ticks.bi5
EUR/USD,2016-12-25T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/07h_ticks.bi5
EUR/USD,2016-12-25T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/08h_ticks.bi5
EUR/USD,2016-12-25T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/09h_ticks.bi5
EUR/USD,2016-12-25T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/10h_ticks.bi5
EUR/USD,2016-12-25T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/11h_ticks.bi5
EUR/USD,2016-12-25T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/12h_ticks.bi5
EUR/USD,2016-12-25T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/13h_ticks.bi5
EUR/USD,2016-12-25T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/14h_ticks.bi5
EUR/USD,2016-12-25T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/15h_ticks.bi5
EUR/USD,2016-12-25T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/16h_ticks.bi5
EUR/USD,2016-12-25T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/17h_ticks.bi5
EUR/USD,2016-12-25T18:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/18h_ticks.bi5
EUR/USD,2016-12-25T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/19h_ticks.bi5
EUR/USD,2016-12-25T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/20h_ticks.bi5
EUR/USD,2016-12-25T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/21h_ticks.bi5
EUR/USD,2016-12-25T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/25/22h_ticks.bi5
EUR/USD,2016-12-26T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/26/16h_ticks.bi5
EUR/USD,2016-12-26T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/26/17h_ticks.bi5
EUR/USD,2016-12-26T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/26/19h_ticks.bi5
EUR/USD,2016-12-26T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2016/11/26/20h_ticks.bi5
EUR/USD,2017-01-02T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/00/02/02h_ticks.bi5
EUR/USD,2017-01-02T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/00/02/03h_ticks.bi5
EUR/USD,2017-01-02T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/00/02/04h_ticks.bi5
EUR/USD,2017-04-14T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/14/19h_ticks.bi5
EUR/USD,2017-04-14T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/14/20h_ticks.bi5
EUR/USD,2017-04-14T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/14/21h_ticks.bi5
EUR/USD,2017-04-14T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/14/22h_ticks.bi5
EUR/USD,2017-04-14T23:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/14/23h_ticks.bi5
EUR/USD,2017-04-15T00:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/00h_ticks.bi5
EUR/USD,2017-04-15T01:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/01h_ticks.bi5
EUR/USD,2017-04-15T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/02h_ticks.bi5
EUR/USD,2017-04-15T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/03h_ticks.bi5
EUR/USD,2017-04-15T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/04h_ticks.bi5
EUR/USD,2017-04-15T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/05h_ticks.bi5
EUR/USD,2017-04-15T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/06h_ticks.bi5
EUR/USD,2017-04-15T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/07h_ticks.bi5
EUR/USD,2017-04-15T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/08h_ticks.bi5
EUR/USD,2017-04-15T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/09h_ticks.bi5
EUR/USD,2017-04-15T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/10h_ticks.bi5
EUR/USD,2017-04-15T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/11h_ticks.bi5
EUR/USD,2017-04-15T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/12h_ticks.bi5
EUR/USD,2017-04-15T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/13h_ticks.bi5
EUR/USD,2017-04-15T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/14h_ticks.bi5
EUR/USD,2017-04-15T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/15h_ticks.bi5
EUR/USD,2017-04-15T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/16h_ticks.bi5
EUR/USD,2017-04-15T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/17h_ticks.bi5
EUR/USD,2017-04-15T18:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/18h_ticks.bi5
EUR/USD,2017-04-15T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/19h_ticks.bi5
EUR/USD,2017-04-15T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/20h_ticks.bi5
EUR/USD,2017-04-15T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/21h_ticks.bi5
EUR/USD,2017-04-15T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/22h_ticks.bi5
EUR/USD,2017-04-15T23:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/15/23h_ticks.bi5
EUR/USD,2017-04-16T00:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/00h_ticks.bi5
EUR/USD,2017-04-16T01:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/01h_ticks.bi5
EUR/USD,2017-04-16T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/02h_ticks.bi5
EUR/USD,2017-04-16T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/03h_ticks.bi5
EUR/USD,2017-04-16T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/04h_ticks.bi5
EUR/USD,2017-04-16T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/05h_ticks.bi5
EUR/USD,2017-04-16T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/06h_ticks.bi5
EUR/USD,2017-04-16T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/07h_ticks.bi5
EUR/USD,2017-04-16T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/08h_ticks.bi5
EUR/USD,2017-04-16T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/09h_ticks.bi5
EUR/USD,2017-04-16T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/10h_ticks.bi5
EUR/USD,2017-04-16T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/11h_ticks.bi5
EUR/USD,2017-04-16T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/12h_ticks.bi5
EUR/USD,2017-04-16T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/13h_ticks.bi5
EUR/USD,2017-04-16T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/14h_ticks.bi5
EUR/USD,2017-04-16T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/15h_ticks.bi5
EUR/USD,2017-04-16T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/16h_ticks.bi5
EUR/USD,2017-04-16T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/17h_ticks.bi5
EUR/USD,2017-04-16T18:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/18h_ticks.bi5
EUR/USD,2017-04-16T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/19h_ticks.bi5
EUR/USD,2017-04-16T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/20h_ticks.bi5
EUR/USD,2017-04-16T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2017/03/16/21h_ticks.bi5
EUR/USD,2018-03-16T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/16/19h_ticks.bi5
EUR/USD,2018-03-16T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/16/20h_ticks.bi5
EUR/USD,2018-03-16T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/16/21h_ticks.bi5
EUR/USD,2018-03-16T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/16/22h_ticks.bi5
EUR/USD,2018-03-16T23:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/16/23h_ticks.bi5
EUR/USD,2018-03-17T00:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/00h_ticks.bi5
EUR/USD,2018-03-17T01:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/01h_ticks.bi5
EUR/USD,2018-03-17T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/02h_ticks.bi5
EUR/USD,2018-03-17T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/03h_ticks.bi5
EUR/USD,2018-03-17T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/04h_ticks.bi5
EUR/USD,2018-03-17T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/05h_ticks.bi5
EUR/USD,2018-03-17T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/06h_ticks.bi5
EUR/USD,2018-03-17T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/07h_ticks.bi5
EUR/USD,2018-03-17T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/08h_ticks.bi5
EUR/USD,2018-03-17T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/09h_ticks.bi5
EUR/USD,2018-03-17T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/10h_ticks.bi5
EUR/USD,2018-03-17T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/11h_ticks.bi5
EUR/USD,2018-03-17T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/12h_ticks.bi5
EUR/USD,2018-03-17T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/13h_ticks.bi5
EUR/USD,2018-03-17T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/14h_ticks.bi5
EUR/USD,2018-03-17T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/15h_ticks.bi5
EUR/USD,2018-03-17T16:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/16h_ticks.bi5
EUR/USD,2018-03-17T17:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/17h_ticks.bi5
EUR/USD,2018-03-17T18:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/18h_ticks.bi5
EUR/USD,2018-03-17T19:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/19h_ticks.bi5
EUR/USD,2018-03-17T20:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/20h_ticks.bi5
EUR/USD,2018-03-17T21:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/21h_ticks.bi5
EUR/USD,2018-03-17T22:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/22h_ticks.bi5
EUR/USD,2018-03-17T23:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/17/23h_ticks.bi5
EUR/USD,2018-03-18T00:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/00h_ticks.bi5
EUR/USD,2018-03-18T01:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/01h_ticks.bi5
EUR/USD,2018-03-18T02:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/02h_ticks.bi5
EUR/USD,2018-03-18T03:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/03h_ticks.bi5
EUR/USD,2018-03-18T04:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/04h_ticks.bi5
EUR/USD,2018-03-18T05:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/05h_ticks.bi5
EUR/USD,2018-03-18T06:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/06h_ticks.bi5
EUR/USD,2018-03-18T07:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/07h_ticks.bi5
EUR/USD,2018-03-18T08:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/08h_ticks.bi5
EUR/USD,2018-03-18T09:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/09h_ticks.bi5
EUR/USD,2018-03-18T10:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/10h_ticks.bi5
EUR/USD,2018-03-18T11:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/11h_ticks.bi5
EUR/USD,2018-03-18T12:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/12h_ticks.bi5
EUR/USD,2018-03-18T13:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/13h_ticks.bi5
EUR/USD,2018-03-18T14:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/14h_ticks.bi5
EUR/USD,2018-03-18T15:00:00+00:00,https://datafeed.dukascopy.com/datafeed/EURUSD/2018/02/18/15h_ticks.bi5
