provider,instrument,gap_start_utc,gap_end_utc,missing_minutes,classification
Dukascopy,EUR/USD,2016-07-11T23:22:00+00:00,2016-07-11T23:23:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-12T21:45:00+00:00,2016-07-12T21:46:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-14T21:54:00+00:00,2016-07-14T21:55:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-15T21:00:00+00:00,2016-07-17T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-07-18T22:37:00+00:00,2016-07-18T22:38:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-19T20:39:00+00:00,2016-07-19T20:40:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-19T21:07:00+00:00,2016-07-19T21:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-19T21:11:00+00:00,2016-07-19T21:12:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-19T21:44:00+00:00,2016-07-19T21:45:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-19T21:50:00+00:00,2016-07-19T21:51:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-22T21:00:00+00:00,2016-07-24T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-07-24T21:58:00+00:00,2016-07-24T21:59:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-26T23:11:00+00:00,2016-07-26T23:12:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-07-29T21:00:00+00:00,2016-07-31T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-07-31T21:38:00+00:00,2016-07-31T21:39:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-05T21:00:00+00:00,2016-08-07T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-08-07T21:35:00+00:00,2016-08-07T21:36:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-12T21:00:00+00:00,2016-08-14T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-08-14T21:03:00+00:00,2016-08-14T21:04:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-14T21:08:00+00:00,2016-08-14T21:09:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-14T21:21:00+00:00,2016-08-14T21:22:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-14T21:42:00+00:00,2016-08-14T21:43:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-14T21:54:00+00:00,2016-08-14T21:55:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-16T21:25:00+00:00,2016-08-16T21:27:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-19T21:00:00+00:00,2016-08-21T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-08-24T21:18:00+00:00,2016-08-24T21:19:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-08-26T21:00:00+00:00,2016-08-28T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-08-29T21:03:00+00:00,2016-08-29T21:04:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-09-02T21:00:00+00:00,2016-09-04T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-09-05T19:53:00+00:00,2016-09-05T19:54:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-09-09T21:00:00+00:00,2016-09-11T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-09-16T21:00:00+00:00,2016-09-18T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-09-19T21:03:00+00:00,2016-09-19T21:04:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-09-21T21:55:00+00:00,2016-09-21T21:56:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-09-23T21:00:00+00:00,2016-09-25T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-09-25T21:18:00+00:00,2016-09-25T21:20:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-09-30T21:00:00+00:00,2016-10-02T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-10-04T21:02:00+00:00,2016-10-04T21:03:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-07T21:00:00+00:00,2016-10-09T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-10-09T21:03:00+00:00,2016-10-09T21:04:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-14T21:00:00+00:00,2016-10-16T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-10-16T21:37:00+00:00,2016-10-16T21:38:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-20T21:07:00+00:00,2016-10-20T21:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-21T21:00:00+00:00,2016-10-23T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-10-23T21:06:00+00:00,2016-10-23T21:08:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-23T21:11:00+00:00,2016-10-23T21:12:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-23T21:14:00+00:00,2016-10-23T21:16:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-24T21:17:00+00:00,2016-10-24T21:18:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-25T21:07:00+00:00,2016-10-25T21:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-25T21:27:00+00:00,2016-10-25T21:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-25T21:33:00+00:00,2016-10-25T21:34:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T20:25:00+00:00,2016-10-26T20:26:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T20:44:00+00:00,2016-10-26T20:45:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T21:05:00+00:00,2016-10-26T21:06:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T21:10:00+00:00,2016-10-26T21:11:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T21:42:00+00:00,2016-10-26T21:43:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T22:26:00+00:00,2016-10-26T22:27:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-26T22:28:00+00:00,2016-10-26T22:29:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-27T19:33:00+00:00,2016-10-27T19:34:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-27T20:34:00+00:00,2016-10-27T20:35:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-27T22:59:00+00:00,2016-10-27T23:00:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-27T23:27:00+00:00,2016-10-27T23:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-28T04:56:00+00:00,2016-10-28T04:57:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-28T21:00:00+00:00,2016-10-30T21:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-10-30T21:35:00+00:00,2016-10-30T21:36:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-31T04:42:00+00:00,2016-10-31T04:43:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-31T04:46:00+00:00,2016-10-31T04:47:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-10-31T13:42:00+00:00,2016-10-31T13:44:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-01T05:10:00+00:00,2016-11-01T05:11:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-01T05:38:00+00:00,2016-11-01T05:39:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-02T21:04:00+00:00,2016-11-02T21:05:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-03T22:11:00+00:00,2016-11-03T22:12:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-03T23:38:00+00:00,2016-11-03T23:39:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-04T21:00:00+00:00,2016-11-06T22:00:00+00:00,2940,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-11-08T06:49:00+00:00,2016-11-08T06:50:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-09T22:10:00+00:00,2016-11-09T22:11:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-11T22:00:00+00:00,2016-11-13T22:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-11-13T22:35:00+00:00,2016-11-13T22:36:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-18T22:00:00+00:00,2016-11-20T22:01:00+00:00,2881,confirmed_provider_wide_quote_closure
Dukascopy,EUR/USD,2016-11-20T22:17:00+00:00,2016-11-20T22:18:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-21T23:28:00+00:00,2016-11-21T23:29:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-22T20:25:00+00:00,2016-11-22T20:26:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-22T20:29:00+00:00,2016-11-22T20:30:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-22T22:01:00+00:00,2016-11-22T22:02:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T00:26:00+00:00,2016-11-23T00:27:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T02:28:00+00:00,2016-11-23T02:29:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T02:35:00+00:00,2016-11-23T02:36:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T02:52:00+00:00,2016-11-23T02:53:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T04:10:00+00:00,2016-11-23T04:12:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-23T04:13:00+00:00,2016-11-23T04:14:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T19:05:00+00:00,2016-11-24T19:06:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T20:43:00+00:00,2016-11-24T20:44:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T20:48:00+00:00,2016-11-24T20:49:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T21:28:00+00:00,2016-11-24T21:29:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T22:02:00+00:00,2016-11-24T22:03:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T22:04:00+00:00,2016-11-24T22:05:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-24T22:27:00+00:00,2016-11-24T22:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-25T18:51:00+00:00,2016-11-25T18:52:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-25T22:00:00+00:00,2016-11-27T22:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-11-27T22:07:00+00:00,2016-11-27T22:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-27T22:22:00+00:00,2016-11-27T22:23:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-29T22:24:00+00:00,2016-11-29T22:25:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-11-29T23:52:00+00:00,2016-11-29T23:53:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-02T05:17:00+00:00,2016-12-02T05:18:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-02T22:00:00+00:00,2016-12-04T22:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-12-06T22:58:00+00:00,2016-12-06T22:59:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-07T23:25:00+00:00,2016-12-07T23:26:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-08T22:07:00+00:00,2016-12-08T22:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-09T21:05:00+00:00,2016-12-09T21:06:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-09T22:00:00+00:00,2016-12-11T22:00:00+00:00,2880,confirmed_normal_fx_closure
Dukascopy,EUR/USD,2016-12-12T20:20:00+00:00,2016-12-12T20:21:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-12T23:24:00+00:00,2016-12-12T23:25:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-16T22:00:00+00:00,2016-12-18T22:01:00+00:00,2881,confirmed_provider_wide_quote_closure
Dukascopy,EUR/USD,2016-12-18T22:49:00+00:00,2016-12-18T22:50:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-22T21:15:00+00:00,2016-12-22T21:16:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-22T21:17:00+00:00,2016-12-22T21:18:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-22T21:27:00+00:00,2016-12-22T21:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-22T23:58:00+00:00,2016-12-22T23:59:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-23T06:40:00+00:00,2016-12-23T06:41:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-23T22:00:00+00:00,2016-12-25T22:04:00+00:00,2884,unexplained_source_gap
Dukascopy,EUR/USD,2016-12-25T22:12:00+00:00,2016-12-25T22:14:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T22:21:00+00:00,2016-12-25T22:25:00+00:00,4,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T22:33:00+00:00,2016-12-25T22:34:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T22:52:00+00:00,2016-12-25T22:53:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T23:19:00+00:00,2016-12-25T23:20:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T23:23:00+00:00,2016-12-25T23:24:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T23:26:00+00:00,2016-12-25T23:27:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T23:49:00+00:00,2016-12-25T23:51:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-25T23:58:00+00:00,2016-12-25T23:59:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T03:27:00+00:00,2016-12-26T03:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T06:35:00+00:00,2016-12-26T06:36:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T07:12:00+00:00,2016-12-26T07:13:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T08:48:00+00:00,2016-12-26T08:49:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T10:08:00+00:00,2016-12-26T10:09:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T11:33:00+00:00,2016-12-26T11:34:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T12:07:00+00:00,2016-12-26T12:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T13:07:00+00:00,2016-12-26T13:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T13:29:00+00:00,2016-12-26T13:30:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T13:37:00+00:00,2016-12-26T13:39:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T13:47:00+00:00,2016-12-26T13:48:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T14:16:00+00:00,2016-12-26T14:17:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:07:00+00:00,2016-12-26T16:08:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:11:00+00:00,2016-12-26T16:12:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:13:00+00:00,2016-12-26T16:17:00+00:00,4,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:21:00+00:00,2016-12-26T16:22:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:23:00+00:00,2016-12-26T16:24:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:25:00+00:00,2016-12-26T16:26:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:29:00+00:00,2016-12-26T16:30:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:33:00+00:00,2016-12-26T16:37:00+00:00,4,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:38:00+00:00,2016-12-26T16:41:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:44:00+00:00,2016-12-26T16:47:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T16:49:00+00:00,2016-12-26T16:52:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:07:00+00:00,2016-12-26T17:11:00+00:00,4,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:14:00+00:00,2016-12-26T17:17:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:18:00+00:00,2016-12-26T17:20:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:22:00+00:00,2016-12-26T17:23:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:24:00+00:00,2016-12-26T17:26:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:27:00+00:00,2016-12-26T17:39:00+00:00,12,unexplained_source_gap
Dukascopy,EUR/USD,2016-12-26T17:40:00+00:00,2016-12-26T17:41:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:42:00+00:00,2016-12-26T17:45:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:47:00+00:00,2016-12-26T17:49:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:52:00+00:00,2016-12-26T17:53:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T17:57:00+00:00,2016-12-26T17:58:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T18:09:00+00:00,2016-12-26T18:10:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T18:17:00+00:00,2016-12-26T18:19:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T18:31:00+00:00,2016-12-26T18:32:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T19:47:00+00:00,2016-12-26T19:48:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:06:00+00:00,2016-12-26T20:07:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:22:00+00:00,2016-12-26T20:26:00+00:00,4,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:28:00+00:00,2016-12-26T20:35:00+00:00,7,unexplained_source_gap
Dukascopy,EUR/USD,2016-12-26T20:41:00+00:00,2016-12-26T20:42:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:43:00+00:00,2016-12-26T20:44:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:47:00+00:00,2016-12-26T20:50:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:54:00+00:00,2016-12-26T20:56:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T20:59:00+00:00,2016-12-26T21:00:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T21:13:00+00:00,2016-12-26T21:14:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-26T22:06:00+00:00,2016-12-26T22:08:00+00:00,2,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T02:37:00+00:00,2016-12-27T02:38:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T04:34:00+00:00,2016-12-27T04:35:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T19:38:00+00:00,2016-12-27T19:39:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T21:40:00+00:00,2016-12-27T21:41:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T22:02:00+00:00,2016-12-27T22:03:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T22:51:00+00:00,2016-12-27T22:54:00+00:00,3,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T23:19:00+00:00,2016-12-27T23:20:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-27T23:24:00+00:00,2016-12-27T23:25:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-28T03:27:00+00:00,2016-12-28T03:28:00+00:00,1,confirmed_symbol_specific_quote_gap
Dukascopy,EUR/USD,2016-12-28T22:07:00+00:00,2016-12-28T22:08:00+00:00,1,confirmed_symbol_specific_quote_gap
