pair,minute_open_utc,max_abs_native_tick_difference,within_tolerance,three_way_resolved
EUR/USD,2018-07-06T19:44:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:45:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:46:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:47:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:48:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:49:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:50:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:51:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:52:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:53:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:54:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:55:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:56:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:57:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:58:00+00:00,0.0,True,True
EUR/USD,2018-07-06T19:59:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:00:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:01:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:02:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:03:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:04:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:05:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:06:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:07:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:08:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:09:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:10:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:11:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:12:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:13:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:14:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:15:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:16:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:17:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:18:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:19:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:20:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:21:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:22:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:23:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:24:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:25:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:26:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:27:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:28:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:29:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:30:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:31:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:32:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:33:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:34:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:35:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:36:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:37:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:38:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:39:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:40:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:41:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:42:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:43:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:44:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:45:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:46:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:47:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:48:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:49:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:50:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:51:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:52:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:54:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:55:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:56:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:57:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:58:00+00:00,0.0,True,True
EUR/USD,2018-12-25T06:59:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:00:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:01:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:02:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:03:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:04:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:05:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:06:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:07:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:08:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:09:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:10:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:11:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:12:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:13:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:14:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:15:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:16:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:17:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:18:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:19:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:20:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:21:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:23:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:24:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:25:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:26:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:27:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:28:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:29:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:30:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:31:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:32:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:33:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:34:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:35:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:36:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:37:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:38:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:39:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:40:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:41:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:42:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:43:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:44:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:45:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:46:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:47:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:48:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:49:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:50:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:51:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:52:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:53:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:54:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:55:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:56:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:57:00+00:00,0.0,True,True
EUR/USD,2018-12-25T07:58:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:00:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:01:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:02:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:03:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:04:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:05:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:06:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:07:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:08:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:09:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:10:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:11:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:12:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:13:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:14:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:15:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:16:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:17:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:18:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:19:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:20:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:21:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:22:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:23:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:24:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:25:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:26:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:27:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:28:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:29:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:30:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:31:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:32:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:33:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:34:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:35:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:36:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:37:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:38:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:39:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:40:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:41:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:42:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:43:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:44:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:45:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:46:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:47:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:48:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:49:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:50:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:51:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:52:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:53:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:54:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:55:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:56:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:57:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:58:00+00:00,0.0,True,True
EUR/USD,2018-12-31T21:59:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:02:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:03:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:04:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:05:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:06:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:07:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:08:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:09:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:10:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:11:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:12:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:13:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:14:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:15:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:16:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:17:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:18:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:19:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:20:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:21:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:22:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:23:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:24:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:25:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:26:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:27:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:28:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:29:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:30:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:31:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:32:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:33:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:34:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:35:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:36:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:37:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:38:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:39:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:40:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:41:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:42:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:43:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:44:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:45:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:46:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:47:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:48:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:49:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:50:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:51:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:52:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:53:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:54:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:55:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:56:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:57:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:58:00+00:00,0.0,True,True
EUR/USD,2019-01-01T22:59:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:00:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:01:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:02:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:03:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:04:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:05:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:06:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:07:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:08:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:09:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:10:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:11:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:12:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:13:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:14:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:15:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:16:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:17:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:18:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:19:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:20:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:21:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:22:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:23:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:24:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:25:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:26:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:27:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:28:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:29:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:30:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:31:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:32:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:33:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:34:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:35:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:36:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:37:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:38:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:39:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:40:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:41:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:42:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:43:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:44:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:45:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:46:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:47:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:48:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:49:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:50:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:51:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:52:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:53:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:54:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:55:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:56:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:57:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:58:00+00:00,0.0,True,True
EUR/USD,2019-03-22T19:59:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:00:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:01:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:02:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:03:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:04:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:05:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:06:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:07:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:08:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:09:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:10:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:11:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:12:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:13:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:14:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:15:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:16:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:17:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:18:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:19:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:20:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:21:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:22:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:23:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:24:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:25:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:26:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:27:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:28:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:29:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:30:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:31:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:32:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:33:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:35:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:36:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:37:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:38:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:39:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:40:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:41:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:42:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:43:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:44:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:45:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:46:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:47:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:48:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:49:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:50:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:51:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:52:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:53:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:54:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:55:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:56:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:57:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:58:00+00:00,0.0,True,True
EUR/USD,2020-08-25T20:59:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:06:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:07:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:08:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:10:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:11:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:12:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:13:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:14:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:15:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:17:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:18:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:20:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:21:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:22:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:23:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:24:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:25:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:26:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:27:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:28:00+00:00,0.0,True,True
EUR/USD,2020-12-27T22:29:00+00:00,0.0,True,True
