Date,5 YR,7 YR,10 YR,20 YR,30 YR
03/11/2010,0.54,1.06,1.49,1.97,2.16
03/12/2010,0.49,1.01,1.45,1.94,2.13
03/15/2010,0.49,1.02,1.46,1.95,2.13
03/16/2010,0.45,0.98,1.42,1.92,2.11
03/17/2010,0.42,0.95,1.4,1.9,2.07
03/18/2010,0.52,1.03,1.45,1.91,2.09
03/19/2010,0.62,1.11,1.5,1.92,2.1
03/22/2010,0.61,1.1,1.48,1.91,2.09
03/23/2010,0.64,1.12,1.49,1.93,2.11
03/24/2010,0.73,1.21,1.6,2.03,2.21
03/25/2010,0.78,1.28,1.65,2.06,2.23
03/26/2010,0.73,1.24,1.62,2.03,2.2
03/29/2010,0.75,1.25,1.66,2.07,2.22
03/30/2010,0.77,1.28,1.66,2.06,2.22
03/31/2010,0.72,1.23,1.6,1.99,2.16
04/01/2010,0.74,1.26,1.61,2.0,2.16
04/02/2010,0.81,1.33,1.69,2.07,2.22
04/05/2010,0.83,1.34,1.7,2.09,2.26
04/06/2010,0.68,1.15,1.68,2.2,2.2
04/07/2010,0.58,1.07,1.55,2.01,2.09
04/08/2010,0.69,1.21,1.58,1.95,2.11
04/09/2010,0.68,1.2,1.56,1.94,2.1
04/12/2010,0.65,1.17,1.52,1.9,2.06
04/13/2010,0.65,1.15,1.5,1.88,2.05
04/14/2010,0.66,1.18,1.54,1.92,2.08
04/15/2010,0.61,1.12,1.49,1.88,2.04
04/16/2010,0.59,1.11,1.46,1.85,2.02
04/19/2010,0.63,1.15,1.49,1.88,2.05
04/20/2010,0.6,1.1,1.47,1.86,2.03
04/21/2010,0.57,1.06,1.42,1.81,1.98
04/22/2010,0.62,1.11,1.46,1.84,2.01
04/23/2010,0.62,1.11,1.47,1.84,2.01
04/26/2010,0.6,1.05,1.46,1.87,2.0
04/27/2010,0.46,0.85,1.37,1.75,1.93
04/28/2010,0.53,1.0,1.4,1.78,1.97
04/29/2010,0.43,0.76,1.31,1.71,1.88
04/30/2010,0.42,0.75,1.29,1.68,1.85
05/03/2010,0.47,0.93,1.32,1.72,1.87
05/04/2010,0.44,0.9,1.31,1.7,1.85
05/05/2010,0.42,0.9,1.3,1.69,1.84
05/06/2010,0.34,0.82,1.25,1.61,1.73
05/07/2010,0.42,0.89,1.3,1.69,1.82
05/10/2010,0.42,0.9,1.33,1.74,1.87
05/11/2010,0.4,0.88,1.31,1.73,1.86
05/12/2010,0.37,0.84,1.28,1.72,1.86
05/13/2010,0.38,0.86,1.28,1.71,1.84
05/14/2010,0.33,0.81,1.26,1.68,1.79
05/17/2010,0.39,0.87,1.31,1.72,1.83
05/18/2010,0.34,0.82,1.25,1.65,1.76
05/19/2010,0.43,0.89,1.32,1.73,1.83
05/20/2010,0.46,0.92,1.36,1.79,1.84
05/21/2010,0.41,0.78,1.33,1.79,1.79
05/24/2010,0.42,0.79,1.35,1.82,1.82
05/25/2010,0.44,0.84,1.33,1.77,1.83
05/26/2010,0.44,0.83,1.3,1.73,1.81
05/27/2010,0.46,0.85,1.33,1.75,1.84
05/28/2010,0.41,0.81,1.32,1.74,1.83
06/01/2010,0.41,0.82,1.32,1.74,1.83
06/02/2010,0.43,0.85,1.36,1.76,1.85
06/03/2010,0.4,0.82,1.34,1.75,1.84
06/04/2010,0.32,0.75,1.26,1.68,1.77
06/07/2010,0.31,0.74,1.25,1.65,1.76
06/08/2010,0.36,0.79,1.29,1.68,1.77
06/09/2010,0.36,0.78,1.28,1.67,1.78
06/10/2010,0.44,0.86,1.35,1.77,1.86
06/11/2010,0.38,0.8,1.29,1.7,1.79
06/14/2010,0.38,0.8,1.31,1.72,1.82
06/15/2010,0.42,0.83,1.32,1.74,1.83
06/16/2010,0.39,0.8,1.28,1.7,1.79
06/17/2010,0.33,0.74,1.22,1.65,1.73
06/18/2010,0.35,0.76,1.25,1.68,1.76
06/21/2010,0.34,0.75,1.24,1.67,1.75
06/22/2010,0.3,0.71,1.2,1.65,1.72
06/23/2010,0.29,0.7,1.19,1.64,1.71
06/24/2010,0.33,0.74,1.23,1.69,1.76
06/25/2010,0.29,0.72,1.21,1.69,1.74
06/28/2010,0.26,0.67,1.17,1.65,1.72
06/29/2010,0.24,0.65,1.14,1.64,1.7
06/30/2010,0.25,0.66,1.15,1.64,1.71
07/01/2010,0.32,0.72,1.21,1.7,1.76
07/02/2010,0.34,0.77,1.27,1.74,1.81
07/06/2010,0.35,0.77,1.26,1.71,1.8
07/07/2010,0.39,0.81,1.3,1.78,1.85
07/08/2010,0.37,0.74,1.25,1.76,1.82
07/09/2010,0.38,0.76,1.26,1.8,1.83
07/12/2010,0.37,0.75,1.26,1.78,1.84
07/13/2010,0.39,0.77,1.28,1.83,1.87
07/14/2010,0.34,0.72,1.23,1.81,1.83
07/15/2010,0.33,0.71,1.21,1.77,1.82
07/16/2010,0.34,0.73,1.25,1.78,1.88
07/19/2010,0.39,0.77,1.29,1.85,1.95
07/20/2010,0.39,0.77,1.28,1.86,1.95
07/21/2010,0.32,0.7,1.19,1.75,1.86
07/22/2010,0.32,0.7,1.21,1.78,1.87
07/23/2010,0.36,0.73,1.24,1.85,1.93
07/26/2010,0.36,0.73,1.24,1.87,1.92
07/27/2010,0.38,0.75,1.26,1.92,1.94
07/28/2010,0.29,0.69,1.22,1.85,1.91
07/29/2010,0.25,0.66,1.21,1.83,1.92
07/30/2010,0.17,0.59,1.14,1.75,1.85
08/02/2010,0.14,0.56,1.13,1.76,1.88
08/03/2010,0.04,0.48,1.07,1.71,1.85
08/04/2010,0.12,0.54,1.12,1.77,1.88
08/05/2010,0.07,0.49,1.07,1.73,1.86
08/06/2010,0.05,0.47,1.04,1.73,1.85
08/09/2010,0.06,0.47,1.04,1.73,1.85
08/10/2010,-0.02,0.39,0.95,1.63,1.78
08/11/2010,0.01,0.41,0.95,1.67,1.8
08/12/2010,0.13,0.52,1.05,1.73,1.86
08/13/2010,0.13,0.5,1.0,1.68,1.8
08/16/2010,0.11,0.47,0.95,1.6,1.74
08/17/2010,0.16,0.52,1.01,1.67,1.78
08/18/2010,0.18,0.54,1.02,1.67,1.78
08/19/2010,0.19,0.54,1.02,1.65,1.77
08/20/2010,0.23,0.57,1.05,1.71,1.77
08/23/2010,0.22,0.57,1.05,1.64,1.69
08/24/2010,0.17,0.53,1.01,1.57,1.68
08/25/2010,0.19,0.54,1.01,1.54,1.65
08/26/2010,0.14,0.49,0.95,1.48,1.59
08/27/2010,0.22,0.58,1.05,1.6,1.67
08/30/2010,0.16,0.52,0.99,1.54,1.62
08/31/2010,0.14,0.49,0.95,1.51,1.6
09/01/2010,0.2,0.55,1.02,1.58,1.65
09/02/2010,0.23,0.58,1.05,1.64,1.69
09/03/2010,0.24,0.61,1.1,1.67,1.72
09/07/2010,0.17,0.52,0.98,1.56,1.65
09/08/2010,0.23,0.56,1.02,1.63,1.69
09/09/2010,0.28,0.6,1.05,1.71,1.73
09/10/2010,0.25,0.57,1.02,1.7,1.73
09/13/2010,0.17,0.49,0.94,1.6,1.65
09/14/2010,0.15,0.46,0.93,1.64,1.66
09/15/2010,0.17,0.5,0.97,1.68,1.72
09/16/2010,0.19,0.52,1.0,1.73,1.77
09/17/2010,0.21,0.54,1.0,1.71,1.79
09/20/2010,0.19,0.52,0.94,1.61,1.74
09/21/2010,0.05,0.36,0.78,1.47,1.61
09/22/2010,0.01,0.32,0.74,1.44,1.56
09/23/2010,0.05,0.36,0.77,1.44,1.59
09/24/2010,0.06,0.38,0.81,1.51,1.65
09/27/2010,0.02,0.33,0.79,1.53,1.61
09/28/2010,-0.06,0.24,0.69,1.43,1.53
09/29/2010,-0.02,0.29,0.74,1.48,1.58
09/30/2010,-0.03,0.29,0.75,1.51,1.63
10/01/2010,-0.07,0.27,0.75,1.49,1.61
10/04/2010,-0.1,0.24,0.72,1.49,1.59
10/05/2010,-0.19,0.16,0.65,1.4,1.54
10/06/2010,-0.29,0.04,0.52,1.31,1.43
10/07/2010,-0.27,0.06,0.53,1.34,1.48
10/08/2010,-0.37,-0.03,0.45,1.27,1.42
10/12/2010,-0.34,0.0,0.49,1.32,1.46
10/13/2010,-0.44,-0.07,0.44,1.25,1.41
10/14/2010,-0.49,-0.12,0.41,1.23,1.36
10/15/2010,-0.38,-0.02,0.5,1.32,1.42
10/18/2010,-0.39,-0.04,0.47,1.29,1.39
10/19/2010,-0.4,-0.05,0.44,1.22,1.35
10/20/2010,-0.37,-0.03,0.47,1.26,1.36
10/21/2010,-0.37,-0.02,0.5,1.32,1.38
10/22/2010,-0.39,-0.03,0.5,1.3,1.4
10/25/2010,-0.42,-0.07,0.45,1.27,1.35
10/26/2010,-0.36,0.0,0.52,1.34,1.42
10/27/2010,-0.25,0.11,0.62,1.4,1.48
10/28/2010,-0.29,0.06,0.57,1.37,1.45
10/29/2010,-0.31,0.03,0.5,1.27,1.41
11/01/2010,-0.34,0.02,0.49,1.23,1.4
11/02/2010,-0.34,0.02,0.49,1.18,1.35
11/03/2010,-0.4,0.0,0.5,1.22,1.43
11/04/2010,-0.48,-0.07,0.44,1.2,1.47
11/05/2010,-0.47,-0.05,0.48,1.26,1.52
11/08/2010,-0.45,-0.04,0.48,1.26,1.52
11/09/2010,-0.31,0.07,0.58,1.4,1.62
11/10/2010,-0.37,0.04,0.56,1.35,1.58
11/12/2010,-0.22,0.19,0.71,1.47,1.66
11/15/2010,-0.06,0.34,0.87,1.68,1.79
11/16/2010,0.0,0.36,0.87,1.66,1.75
11/17/2010,-0.04,0.32,0.84,1.67,1.76
11/18/2010,-0.06,0.31,0.83,1.64,1.73
11/19/2010,-0.05,0.3,0.77,1.54,1.7
11/22/2010,-0.14,0.22,0.7,1.48,1.64
11/23/2010,-0.14,0.22,0.69,1.46,1.63
11/24/2010,-0.03,0.33,0.8,1.56,1.73
11/26/2010,-0.07,0.29,0.75,1.5,1.65
11/29/2010,-0.07,0.28,0.73,1.45,1.63
11/30/2010,-0.07,0.28,0.74,1.49,1.65
12/01/2010,0.04,0.4,0.83,1.54,1.73
12/02/2010,0.04,0.4,0.84,1.55,1.73
12/03/2010,0.02,0.39,0.86,1.6,1.77
12/06/2010,-0.07,0.31,0.79,1.56,1.72
12/07/2010,0.07,0.47,0.92,1.63,1.81
12/08/2010,0.19,0.61,1.07,1.74,1.91
12/09/2010,0.25,0.67,1.09,1.72,1.92
12/10/2010,0.33,0.76,1.16,1.76,1.95
12/13/2010,0.25,0.69,1.11,1.71,1.9
12/14/2010,0.39,0.86,1.27,1.85,2.04
12/15/2010,0.34,0.82,1.22,1.8,2.0
12/16/2010,0.28,0.76,1.15,1.73,1.94
12/17/2010,0.22,0.69,1.05,1.63,1.85
12/20/2010,0.24,0.71,1.07,1.66,1.89
12/21/2010,0.22,0.69,1.06,1.65,1.89
12/22/2010,0.21,0.68,1.03,1.63,1.9
12/23/2010,0.26,0.73,1.08,1.67,1.93
12/27/2010,0.25,0.71,1.06,1.64,1.91
12/28/2010,0.34,0.81,1.17,1.76,2.01
12/29/2010,0.22,0.7,1.06,1.65,1.9
12/30/2010,0.24,0.71,1.08,1.67,1.93
12/31/2010,0.18,0.65,1.0,1.59,1.86
01/03/2011,0.2,0.68,1.05,1.64,1.9
01/04/2011,0.15,0.63,1.01,1.63,1.91
01/05/2011,0.2,0.7,1.08,1.69,1.96
01/06/2011,0.13,0.64,1.03,1.66,1.94
01/07/2011,0.05,0.57,0.98,1.63,1.91
01/10/2011,0.02,0.55,0.96,1.62,1.9
01/11/2011,-0.02,0.53,0.97,1.62,1.89
01/12/2011,-0.01,0.54,0.98,1.64,1.91
01/13/2011,-0.02,0.54,0.97,1.62,1.9
01/14/2011,0.02,0.58,1.0,1.65,1.93
01/18/2011,0.02,0.57,0.99,1.65,1.94
01/19/2011,0.01,0.57,0.99,1.64,1.92
01/20/2011,0.16,0.74,1.22,1.8,2.04
01/21/2011,0.12,0.71,1.2,1.79,2.02
01/24/2011,0.1,0.7,1.18,1.79,2.03
01/25/2011,0.02,0.6,1.11,1.75,2.0
01/26/2011,0.07,0.65,1.16,1.82,2.07
01/27/2011,0.08,0.67,1.16,1.82,2.08
01/28/2011,-0.01,0.58,1.09,1.78,2.05
01/31/2011,-0.01,0.59,1.08,1.79,2.07
02/01/2011,0.01,0.6,1.11,1.81,2.08
02/02/2011,0.09,0.68,1.16,1.82,2.1
02/03/2011,0.18,0.78,1.23,1.87,2.13
02/04/2011,0.28,0.89,1.3,1.92,2.17
02/07/2011,0.31,0.92,1.32,1.91,2.16
02/08/2011,0.44,1.03,1.39,1.96,2.21
02/09/2011,0.39,0.98,1.34,1.92,2.18
02/10/2011,0.48,1.04,1.39,1.98,2.25
02/11/2011,0.5,1.05,1.36,1.94,2.21
02/14/2011,0.51,1.06,1.34,1.91,2.18
02/15/2011,0.44,1.0,1.33,1.91,2.17
02/16/2011,0.43,1.01,1.37,1.95,2.21
02/17/2011,0.33,0.92,1.31,1.9,2.19
02/18/2011,0.26,0.87,1.25,1.86,2.16
02/22/2011,0.07,0.69,1.12,1.76,2.08
02/23/2011,0.01,0.65,1.1,1.75,2.06
02/24/2011,-0.01,0.62,1.05,1.69,2.0
02/25/2011,-0.01,0.61,1.02,1.66,1.97
02/28/2011,-0.02,0.6,1.03,1.66,1.96
03/01/2011,-0.06,0.57,1.0,1.63,1.94
03/02/2011,-0.09,0.54,1.01,1.64,1.94
03/03/2011,0.03,0.64,1.09,1.69,2.0
03/04/2011,-0.07,0.55,1.0,1.62,1.94
03/07/2011,-0.07,0.55,1.0,1.62,1.93
03/08/2011,-0.09,0.55,1.01,1.64,1.95
03/09/2011,-0.09,0.55,0.98,1.61,1.92
03/10/2011,-0.17,0.46,0.91,1.53,1.85
03/11/2011,-0.11,0.52,0.96,1.58,1.89
03/14/2011,-0.15,0.49,0.93,1.57,1.89
03/15/2011,-0.16,0.47,0.93,1.56,1.87
03/16/2011,-0.22,0.42,0.85,1.49,1.8
03/17/2011,-0.27,0.39,0.82,1.47,1.79
03/18/2011,-0.22,0.44,0.85,1.49,1.8
03/21/2011,-0.16,0.49,0.9,1.52,1.83
03/22/2011,-0.12,0.54,0.95,1.55,1.85
03/23/2011,-0.09,0.57,0.98,1.58,1.88
03/24/2011,-0.08,0.55,0.95,1.56,1.88
03/25/2011,0.01,0.63,1.02,1.6,1.9
03/28/2011,0.05,0.65,1.01,1.6,1.9
03/29/2011,0.05,0.65,1.03,1.61,1.92
03/30/2011,0.02,0.63,1.0,1.59,1.9
03/31/2011,0.03,0.64,0.99,1.58,1.88
04/01/2011,-0.01,0.59,0.94,1.53,1.83
04/04/2011,-0.09,0.52,0.91,1.51,1.82
04/05/2011,-0.04,0.57,0.94,1.52,1.82
04/06/2011,-0.02,0.59,0.99,1.59,1.9
04/07/2011,-0.04,0.59,0.99,1.6,1.92
04/08/2011,-0.07,0.56,0.95,1.56,1.87
04/11/2011,-0.07,0.55,0.96,1.56,1.87
04/12/2011,-0.1,0.52,0.9,1.5,1.81
04/13/2011,-0.11,0.5,0.88,1.48,1.8
04/14/2011,-0.02,0.57,0.89,1.47,1.78
04/15/2011,-0.09,0.5,0.82,1.4,1.71
04/18/2011,-0.1,0.5,0.8,1.4,1.71
04/19/2011,-0.15,0.45,0.76,1.36,1.68
04/20/2011,-0.12,0.48,0.82,1.43,1.74
04/21/2011,-0.15,0.49,0.83,1.43,1.77
04/25/2011,-0.2,0.46,0.79,1.41,1.75
04/26/2011,-0.27,0.43,0.76,1.4,1.74
04/27/2011,-0.31,0.39,0.81,1.47,1.79
04/28/2011,-0.41,0.27,0.78,1.46,1.76
04/29/2011,-0.48,0.19,0.75,1.45,1.74
05/02/2011,-0.48,0.17,0.75,1.46,1.73
05/03/2011,-0.46,0.2,0.73,1.42,1.71
05/04/2011,-0.46,0.18,0.7,1.39,1.68
05/05/2011,-0.4,0.31,0.7,1.36,1.68
05/06/2011,-0.38,0.32,0.71,1.38,1.71
05/09/2011,-0.45,0.17,0.69,1.4,1.7
05/10/2011,-0.4,0.22,0.74,1.44,1.73
05/11/2011,-0.33,0.32,0.76,1.43,1.74
05/12/2011,-0.31,0.31,0.79,1.48,1.78
05/13/2011,-0.29,0.34,0.79,1.47,1.78
05/16/2011,-0.29,0.32,0.81,1.5,1.79
05/17/2011,-0.28,0.29,0.82,1.52,1.79
05/18/2011,-0.27,0.34,0.82,1.5,1.79
05/19/2011,-0.25,0.38,0.91,1.58,1.83
05/20/2011,-0.25,0.34,0.85,1.56,1.85
05/23/2011,-0.23,0.38,0.84,1.53,1.84
05/24/2011,-0.26,0.31,0.79,1.49,1.8
05/25/2011,-0.27,0.34,0.8,1.5,1.82
05/26/2011,-0.34,0.23,0.76,1.5,1.78
05/27/2011,-0.32,0.29,0.79,1.51,1.8
05/31/2011,-0.32,0.29,0.8,1.51,1.8
06/01/2011,-0.39,0.22,0.74,1.47,1.75
06/02/2011,-0.37,0.21,0.78,1.55,1.8
06/03/2011,-0.43,0.15,0.75,1.55,1.78
06/06/2011,-0.43,0.14,0.76,1.6,1.8
06/07/2011,-0.45,0.16,0.76,1.58,1.81
06/08/2011,-0.49,0.11,0.76,1.61,1.78
06/09/2011,-0.43,0.14,0.8,1.67,1.8
06/10/2011,-0.41,0.19,0.79,1.57,1.79
06/13/2011,-0.4,0.18,0.8,1.62,1.8
06/14/2011,-0.34,0.25,0.83,1.61,1.84
06/15/2011,-0.44,0.18,0.74,1.51,1.78
06/16/2011,-0.43,0.17,0.73,1.52,1.79
06/17/2011,-0.37,0.26,0.75,1.51,1.84
06/20/2011,-0.34,0.28,0.79,1.54,1.84
06/21/2011,-0.34,0.26,0.78,1.54,1.82
06/22/2011,-0.32,0.3,0.82,1.58,1.85
06/23/2011,-0.33,0.25,0.71,1.41,1.71
06/24/2011,-0.39,0.19,0.64,1.36,1.66
06/27/2011,-0.33,0.2,0.67,1.41,1.73
06/28/2011,-0.26,0.26,0.73,1.47,1.75
06/29/2011,-0.3,0.24,0.74,1.49,1.77
06/30/2011,-0.27,0.29,0.75,1.47,1.75
07/01/2011,-0.25,0.32,0.77,1.47,1.77
07/05/2011,-0.33,0.24,0.77,1.52,1.77
07/06/2011,-0.37,0.23,0.74,1.47,1.74
07/07/2011,-0.36,0.22,0.75,1.49,1.74
07/08/2011,-0.44,0.16,0.69,1.43,1.68
07/11/2011,-0.52,0.07,0.63,1.38,1.61
07/12/2011,-0.54,0.05,0.6,1.34,1.58
07/13/2011,-0.54,0.05,0.59,1.31,1.54
07/14/2011,-0.47,0.14,0.68,1.39,1.62
07/15/2011,-0.52,0.09,0.61,1.35,1.61
07/18/2011,-0.55,0.02,0.58,1.37,1.61
07/19/2011,-0.57,0.02,0.54,1.28,1.53
07/20/2011,-0.52,0.06,0.62,1.38,1.6
07/21/2011,-0.48,0.12,0.68,1.39,1.64
07/22/2011,-0.5,0.1,0.61,1.33,1.61
07/25/2011,-0.51,0.09,0.58,1.32,1.62
07/26/2011,-0.5,0.08,0.57,1.29,1.6
07/27/2011,-0.54,0.0,0.56,1.33,1.58
07/28/2011,-0.59,-0.04,0.52,1.28,1.54
07/29/2011,-0.72,-0.18,0.38,1.14,1.39
08/01/2011,-0.75,-0.21,0.33,1.09,1.34
08/02/2011,-0.76,-0.25,0.29,1.03,1.26
08/03/2011,-0.62,-0.1,0.36,1.03,1.29
08/04/2011,-0.67,-0.19,0.24,0.88,1.15
08/05/2011,-0.59,-0.12,0.32,0.99,1.25
08/08/2011,-0.63,-0.22,0.2,0.88,1.14
08/09/2011,-0.84,-0.44,0.0,0.73,0.99
08/10/2011,-1.02,-0.74,-0.13,0.72,0.88
08/11/2011,-0.84,-0.47,0.06,0.96,1.12
08/12/2011,-0.88,-0.51,-0.02,0.73,1.03
08/15/2011,-0.81,-0.44,0.06,0.77,1.08
08/16/2011,-0.79,-0.43,0.05,0.72,1.04
08/17/2011,-0.81,-0.49,0.01,0.64,0.96
08/18/2011,-0.72,-0.38,0.09,0.69,1.03
08/19/2011,-0.8,-0.45,0.02,0.62,0.95
08/22/2011,-0.79,-0.44,0.03,0.63,0.96
08/23/2011,-0.71,-0.35,0.13,0.72,1.04
08/24/2011,-0.6,-0.24,0.25,0.86,1.2
08/25/2011,-0.7,-0.35,0.13,0.77,1.13
08/26/2011,-0.7,-0.34,0.15,0.77,1.1
08/29/2011,-0.68,-0.3,0.22,0.84,1.17
08/30/2011,-0.73,-0.36,0.14,0.76,1.1
08/31/2011,-0.76,-0.36,0.18,0.83,1.18
09/01/2011,-0.82,-0.44,0.07,0.72,1.07
09/02/2011,-0.84,-0.47,0.0,0.61,0.94
09/06/2011,-0.75,-0.4,0.05,0.65,0.98
09/07/2011,-0.75,-0.38,0.09,0.72,1.06
09/08/2011,-0.85,-0.53,0.0,0.64,1.0
09/09/2011,-0.84,-0.49,-0.03,0.62,0.97
09/12/2011,-0.76,-0.43,0.0,0.63,0.98
09/13/2011,-0.72,-0.37,0.07,0.71,1.07
09/14/2011,-0.67,-0.33,0.12,0.74,1.08
09/15/2011,-0.78,-0.43,0.13,0.76,1.1
09/16/2011,-0.75,-0.39,0.13,0.78,1.09
09/19/2011,-0.76,-0.42,0.09,0.74,1.06
09/20/2011,-0.82,-0.49,0.04,0.68,1.03
09/21/2011,-0.78,-0.47,0.02,0.66,0.98
09/22/2011,-0.7,-0.43,0.01,0.56,0.87
09/23/2011,-0.59,-0.33,0.1,0.65,0.97
09/26/2011,-0.56,-0.3,0.12,0.72,1.06
09/27/2011,-0.6,-0.33,0.12,0.72,1.06
09/28/2011,-0.58,-0.25,0.16,0.74,1.05
09/29/2011,-0.56,-0.24,0.17,0.73,1.03
09/30/2011,-0.54,-0.22,0.17,0.72,1.02
10/03/2011,-0.61,-0.31,0.07,0.58,0.86
10/04/2011,-0.59,-0.3,0.05,0.55,0.83
10/05/2011,-0.54,-0.25,0.12,0.62,0.9
10/06/2011,-0.57,-0.26,0.13,0.65,0.93
10/07/2011,-0.55,-0.23,0.16,0.68,0.95
10/11/2011,-0.51,-0.18,0.23,0.75,1.02
10/12/2011,-0.5,-0.16,0.26,0.8,1.08
10/13/2011,-0.5,-0.16,0.27,0.8,1.08
10/14/2011,-0.54,-0.18,0.28,0.84,1.12
10/17/2011,-0.58,-0.22,0.24,0.79,1.07
10/18/2011,-0.65,-0.27,0.22,0.77,1.05
10/19/2011,-0.66,-0.27,0.23,0.77,1.04
10/20/2011,-0.65,-0.26,0.22,0.74,0.99
10/21/2011,-0.66,-0.27,0.23,0.79,1.06
10/24/2011,-0.66,-0.27,0.23,0.77,1.04
10/25/2011,-0.75,-0.37,0.12,0.65,0.9
10/26/2011,-0.74,-0.36,0.15,0.68,0.92
10/27/2011,-0.74,-0.33,0.24,0.82,1.07
10/28/2011,-0.8,-0.38,0.19,0.76,1.02
10/31/2011,-0.89,-0.47,0.08,0.61,0.85
11/01/2011,-0.92,-0.51,-0.04,0.49,0.72
11/02/2011,-1.02,-0.61,-0.07,0.48,0.73
11/03/2011,-1.0,-0.57,0.0,0.55,0.79
11/04/2011,-1.05,-0.62,-0.06,0.49,0.74
11/07/2011,-1.06,-0.64,-0.1,0.45,0.69
11/08/2011,-0.97,-0.53,-0.03,0.53,0.77
11/09/2011,-0.99,-0.58,-0.04,0.52,0.76
11/10/2011,-0.98,-0.54,-0.04,0.54,0.79
11/14/2011,-0.93,-0.5,-0.01,0.56,0.79
11/15/2011,-0.83,-0.42,0.04,0.61,0.84
11/16/2011,-0.78,-0.4,0.05,0.59,0.83
11/17/2011,-0.71,-0.36,0.06,0.6,0.83
11/18/2011,-0.7,-0.35,0.05,0.6,0.83
11/21/2011,-0.67,-0.33,0.07,0.62,0.85
11/22/2011,-0.69,-0.35,0.05,0.59,0.82
11/23/2011,-0.73,-0.4,-0.01,0.53,0.73
11/25/2011,-0.71,-0.36,0.05,0.58,0.79
11/28/2011,-0.75,-0.39,0.02,0.55,0.75
11/29/2011,-0.77,-0.41,0.01,0.54,0.75
11/30/2011,-0.8,-0.41,0.03,0.59,0.82
12/01/2011,-0.79,-0.39,0.06,0.62,0.85
12/02/2011,-0.84,-0.45,0.0,0.57,0.78
12/05/2011,-0.84,-0.45,-0.01,0.55,0.77
12/06/2011,-0.89,-0.55,0.01,0.62,0.81
12/07/2011,-0.82,-0.45,-0.01,0.6,0.82
12/08/2011,-0.79,-0.43,0.01,0.63,0.85
12/09/2011,-0.75,-0.4,0.05,0.74,0.92
12/12/2011,-0.77,-0.43,-0.01,0.63,0.83
12/13/2011,-0.8,-0.46,-0.05,0.53,0.74
12/14/2011,-0.74,-0.42,-0.04,0.53,0.73
12/15/2011,-0.75,-0.41,-0.01,0.55,0.78
12/16/2011,-0.77,-0.44,-0.05,0.53,0.74
12/19/2011,-0.82,-0.49,-0.12,0.43,0.68
12/20/2011,-0.84,-0.5,-0.1,0.47,0.69
12/21/2011,-0.79,-0.47,-0.07,0.53,0.73
12/22/2011,-0.73,-0.43,-0.07,0.52,0.76
12/23/2011,-0.71,-0.42,-0.04,0.59,0.79
12/27/2011,-0.69,-0.39,-0.02,0.58,0.81
12/28/2011,-0.72,-0.42,-0.07,0.5,0.74
12/29/2011,-0.73,-0.42,-0.05,0.54,0.78
12/30/2011,-0.76,-0.44,-0.07,0.53,0.78
01/03/2012,-0.77,-0.43,-0.04,0.55,0.81
01/04/2012,-0.82,-0.48,-0.08,0.54,0.79
01/05/2012,-0.86,-0.51,-0.1,0.51,0.76
