url,classification,official_title,reference_periods,release_timestamp_utc,release_local,original_timezone,release_evidence,identity_evidence,source_sha256,acquisition_utc,source_path,document_id,reviewed,review_notes
https://www.bea.gov/news/2015/personal-income-and-outlays-november-2015,national_pce,"Personal Income and Outlays, November 2015",2015-11,2015-12-23T13:30:00+00:00,2015-12-23T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, December 23, 2015 BEA 15-67 Personal Income and Outlays, November 2015 Personal income increased $44.4 billion, or 0.3 percent, and disposable personal income (DPI) increased $34.5 billion, or 0.3 percent, in November, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $40.1 billion, or 0.3 percent. In October, personal income increased $66.9 billion","Personal Income and Outlays, November 2015",40a092fc8b59839cffd02f1461a1bae403c5e92c6458622cf6442a57b021350d,2026-09-05T17:16:56.647167+00:00,sources/0aa42839d197ab1442854dc1.html,personal-income-and-outlays-november-2015,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2015/personal-income-and-outlays-october-2015,national_pce,"Personal Income and Outlays, October 2015",2015-10,2015-11-25T13:30:00+00:00,2015-11-25T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, November 25, 2015 BEA 15-56 Personal Income and Outlays, October 2015 Personal income increased $68.1 billion, or 0.4 percent, and disposable personal income (DPI) increased $56.8 billion, or 0.4 percent, in October, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $15.2 billion, or 0.1 percent. In September, personal income increased $27.4 billion","Personal Income and Outlays, October 2015",d383b2ecfa7b29f59bdcb5ce128d53aa676f289021185c79e86b1974dc6ec274,2026-09-05T17:16:56.647167+00:00,sources/735bb0b1379e400b86617407.html,personal-income-and-outlays-october-2015,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2015/personal-income-and-outlays-september-2015,national_pce,"Personal Income and Outlays, September 2015",2015-09,2015-10-30T12:30:00+00:00,2015-10-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, October 30, 2015 BEA 15-51 Personal Income and Outlays, September 2015 Personal income increased $18.6 billion, or 0.1 percent, and disposable personal income (DPI) increased $19.2 billion, or 0.1 percent, in September, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $15.6 billion, or 0.1 percent. In August, personal income increased $54.9 billion, o","Personal Income and Outlays, September 2015",9ba61fd838b31156019fe9adcf50bf305d276b4d85681d32637f03443f1f95ff,2026-09-05T17:16:57.482291+00:00,sources/d4269836bb2b623dae1f765a.html,personal-income-and-outlays-september-2015,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-consumption-expenditures-state-2015,state_or_regional_excluded,"Personal Consumption Expenditures by State, 2015",not_applicable_noncanonical,2016-10-04T12:30:00+00:00,2016-10-04T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, October 4, 2016 BEA 16-55 Personal Consumption Expenditures by State, 2015 Growth in state personal consumption expenditures (PCE) – the measure of goods and services purchased by or on behalf of households – decelerated to 3.6 percent on average in 2015 from 4.4 percent in 2014 (Table 1), according to statistics released today by the Bureau of Economic Analysis. In 2015, PCE growth ranged from 1","Personal Consumption Expenditures by State, 2015",c306e71e970434ea063a57da3d90a0b603f0d08b6a8692154c409db6d7d42da3,2026-09-05T17:16:58.225810+00:00,sources/65f5108f1e3a0983f0c15f68.html,personal-consumption-expenditures-state-2015,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-april-2016,national_pce,"Personal Income and Outlays, April 2016",2016-04,2016-05-31T12:30:00+00:00,2016-05-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, May 31, 2016 BEA 16-25 Personal Income and Outlays, April 2016 Personal income increased $69.8 billion, or 0.4 percent, and disposable personal income (DPI) increased $63.5 billion, or 0.5 percent, in April, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $119.2 billion, or 1.0 percent. In March, personal income increased $56.7 billion, or 0.4 perce","Personal Income and Outlays, April 2016",3c497e55121ac8e23f21325e1f40d481c6aa3a3890e7299343b52bd6dad0655c,2026-09-05T17:16:58.303532+00:00,sources/fc78b0b5de5fc2735dd75924.html,personal-income-and-outlays-april-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-august-2016,national_pce,"Personal Income and Outlays, August 2016",2016-08,2016-09-30T12:30:00+00:00,2016-09-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, September 30, 2016 BEA 16-54 Personal Income and Outlays, August 2016 Personal income increased $39.3 billion (0.2 percent) in August according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $31.9 billion (0.2 percent) and personal consumption expenditures (PCE) increased $6.2 billion (less than 0.1 percent). Real DPI increased 0.1 percen","Personal Income and Outlays, August 2016",d51d9bee783013d127baa16d0b42967e35dfcbe237c804a783039ec24b185157,2026-09-05T17:16:58.314557+00:00,sources/51781149e12ae63ca20dce49.html,personal-income-and-outlays-august-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-december-2015,national_pce,"Personal Income and Outlays, December 2015",2015-12,2016-02-01T13:30:00+00:00,2016-02-01T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Monday, February 1, 2016 BEA 16-05 Personal Income and Outlays, December 2015 Personal income increased $42.5 billion, or 0.3 percent, and disposable personal income (DPI) increased $37.8 billion, or 0.3 percent, in December, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) decreased $0.7 billion, or less than 0.1 percent. In November, personal income increased $44.3 b","Personal Income and Outlays, December 2015",67842528313e196d42c216d49b9858a5e11d749604c3cf24866bde629ba2eef1,2026-09-05T17:16:59.679667+00:00,sources/d529075758e4e0d8afd64949.html,personal-income-and-outlays-december-2015,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-february-2016,national_pce,"Personal Income and Outlays, February 2016",2016-02,2016-03-28T12:30:00+00:00,2016-03-28T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, March 28, 2016 BEA 16-17 Personal Income and Outlays, February 2016 Personal income increased $23.7 billion, or 0.2 percent, and disposable personal income (DPI) increased $23.7 billion, or 0.2 percent, in February, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $11.0 billion, or 0.1 percent. In January, personal income increased $72.7 billion, or 0","Personal Income and Outlays, February 2016",fed2f7c740c6f5793891a07593da62253452b1aeef5cac065bebcbb216ca5d64,2026-09-05T17:17:00.053381+00:00,sources/4a3360b76f9fbf4fedc476dc.html,personal-income-and-outlays-february-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-january-2016,national_pce,"Personal Income and Outlays, January 2016",2016-01,2016-02-26T15:00:00+00:00,2016-02-26T10:00:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, Friday, February 26, 2016 BEA 16-09 Personal Income and Outlays, January 2016 Personal income increased $79.6 billion, or 0.5 percent, and disposable personal income (DPI) increased $63.5 billion, or 0.5 percent, in January, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $63.0 billion, or 0.5 percent. In December, personal income increased $45.6 billion, o","Personal Income and Outlays, January 2016",da554481a1e3626f628ad42d6c97e1bad5cf873b870c76f48e8353c8099e297a,2026-09-05T17:17:00.073418+00:00,sources/dc581b7bc006b218950d530b.html,personal-income-and-outlays-january-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-july-2016,national_pce,"Personal Income and Outlays, July 2016",2016-07,2016-08-29T12:30:00+00:00,2016-08-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, August 29, 2016 BEA 16-45 Personal Income and Outlays, July 2016 Personal income increased $71.6 billion (0.4 percent) in July according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $60.1 billion (0.4 percent) and personal consumption expenditures (PCE) increased $42.0 billion (0.3 percent). Real DPI increased 0.4 percent in July and Re","Personal Income and Outlays, July 2016",a94e1bf64245f83670b42c0e3802d7a5c9e14ca0d16cfc21d7591442a7f7a038,2026-09-05T17:17:00.364579+00:00,sources/c773e8d0957c48a40c26fb8c.html,personal-income-and-outlays-july-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-june-2016,national_pce,"Personal Income and Outlays, June 2016",2016-06,2016-08-02T12:30:00+00:00,2016-08-02T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, August 2, 2016 BEA 16-41 Personal Income and Outlays, June 2016 Personal income increased $29.3 billion (0.2 percent) in June according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $24.6 billion (0.2 percent) and personal consumption expenditures (PCE) increased $53.0 billion (0.4 percent). Real DPI increased 0.1 percent in June and Re","Personal Income and Outlays, June 2016",8d88cd66f1ef6f3469d3fdd05842ccb98e942a5cbd6ee03ab721da07310fee52,2026-09-05T17:17:00.684681+00:00,sources/8a1aee8bb5e630a50bf9c0bc.html,personal-income-and-outlays-june-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-march-2016,national_pce,"Personal Income and Outlays, March 2016",2016-03,2016-04-29T12:30:00+00:00,2016-04-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Friday, April 29, 2016 BEA 16-22 Personal Income and Outlays, March 2016 Personal income increased $57.4 billion, or 0.4 percent, and disposable personal income (DPI) increased $50.4 billion, or 0.4 percent, in March, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $12.8 billion, or 0.1 percent. In February, personal income increased $12.0 billion, or 0.1 pe","Personal Income and Outlays, March 2016",878b0817945d863a2863da611a70dd1fb8bf54de9cce5142b6c474c0302d533b,2026-09-05T17:17:01.778325+00:00,sources/72839596535c85eb7cab4912.html,personal-income-and-outlays-march-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-may-2016,national_pce,"Personal Income and Outlays, May 2016",2016-05,2016-06-29T12:30:00+00:00,2016-06-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Wednesday, June 29, 2016 BEA 16-33 Personal Income and Outlays, May 2016 Personal income increased $37.1 billion, or 0.2 percent, and disposable personal income (DPI) increased $33.9 billion, or 0.2 percent, in May, according to the Bureau of Economic Analysis. Personal consumption expenditures (PCE) increased $53.5 billion, or 0.4 percent. In April, personal income increased $75.4 billion, or 0.5 percent","Personal Income and Outlays, May 2016",bdc0ef577269f4a29aef2dfd860e2148f7b6370ae83c577cca6a42df07d99ddd,2026-09-05T17:17:01.801385+00:00,sources/0782c883fab072349bb99c23.html,personal-income-and-outlays-may-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-november-2016,national_pce,"Personal Income and Outlays, November 2016",2016-11,2016-12-22T15:00:00+00:00,2016-12-22T10:00:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 10:00 A.M. EST, Thursday, December 22, 2016 BEA 16-72 Personal Income and Outlays, November 2016 Personal income increased $1.6 billion (less than 0.1 percent) in November according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) decreased $1.3 billion (less than 0.1 percent) and personal consumption expenditures (PCE) increased $24.0 billion (0.2 percent). Real DPI decre","Personal Income and Outlays, November 2016",bebc5c217cb5f9191e02511a2cebf43613b0641f95cd20497b65a928e9893e7b,2026-09-05T17:17:02.129873+00:00,sources/8d67eebc9e924e22b0b22b04.html,personal-income-and-outlays-november-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-october-2016,national_pce,"Personal Income and Outlays, October 2016",2016-10,2016-11-30T13:30:00+00:00,2016-11-30T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Wednesday, November 30, 2016 BEA 16-64 Personal Income and Outlays, October 2016 Personal income increased $98.6 billion (0.6 percent) in October according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $86.5 billion (0.6 percent) and personal consumption expenditures (PCE) increased $38.1 billion (0.3 percent). Real DPI increased 0.4 percent in ","Personal Income and Outlays, October 2016",ecb0bae428fda20e1b5e4678082df4f02e233343248c7fffd112930ea226fa97,2026-09-05T17:17:02.401979+00:00,sources/2f36ae3bd6145061a5222e28.html,personal-income-and-outlays-october-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2016/personal-income-and-outlays-september-2016,national_pce,"Personal Income and Outlays, September 2016",2016-09,2016-10-31T12:30:00+00:00,2016-10-31T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Monday, October 31, 2016 BEA 16-58 Personal Income and Outlays, September 2016 Personal income increased $46.7 billion (0.3 percent) in September according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $37.0 billion (0.3 percent) and personal consumption expenditures (PCE) increased $61.0 billion (0.5 percent). Real DPI increased less than 0.1 p","Personal Income and Outlays, September 2016",91a26b0524f7000d88af725fde23be872a7cd71c5df81359984ca6be8ada5f39,2026-09-05T17:17:03.429930+00:00,sources/658e01ff280c2b153dfc6adb.html,personal-income-and-outlays-september-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-consumption-expenditures-state-2016,state_or_regional_excluded,"Personal Consumption Expenditures by State, 2016",not_applicable_noncanonical,2017-10-04T12:30:00+00:00,2017-10-04T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Wednesday, October 4, 2017 BEA 17-53 Personal Consumption Expenditures by State, 2016 State personal consumption expenditures (PCE) grew on average 4.0 percent in 2016, the same rate as in 2015 (table 1), according to statistics released today by the Bureau of Economic Analysis. In 2016, PCE growth ranged from 0.2 percent in North Dakota to 6.2 percent in Utah. After Utah, the states with the fastest grow","Personal Consumption Expenditures by State, 2016",df8c23c66656b2677ae529b8b90bf5e744c40a75b595fe9c6ef7dac24db12fa1,2026-09-05T17:17:03.454593+00:00,sources/f033604b730f5d7b65f47dd3.html,personal-consumption-expenditures-state-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-april-2017,national_pce,"Personal Income and Outlays, April 2017",2017-04,2017-05-30T12:30:00+00:00,2017-05-30T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, Tuesday, May 30, 2017 BEA 17-24 Personal Income and Outlays, April 2017 Personal income increased $58.4 billion (0.4 percent) in April according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $56.5 billion (0.4 percent) and personal consumption expenditures (PCE) increased $53.2 billion (0.4 percent). Real DPI increased 0.2 percent in April and R","Personal Income and Outlays, April 2017",b366f713d4049981b1c819df44c3758ec91ddc1274d750a50702f992838b1433,2026-09-05T17:17:03.773169+00:00,sources/b4023a31cbf3172f3d94226b.html,personal-income-and-outlays-april-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-august-2017,national_pce,"Personal Income and Outlays, August 2017",2017-08,2017-09-29T12:30:00+00:00,2017-09-29T08:30:00-04:00,EDT,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EDT, FRIDAY, SEPTEMBER 29, 2017 BEA 17-52 Personal Income and Outlays, August 2017 Personal income increased $28.6 billion (0.2 percent) in August according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $14.9 billion (0.1 percent) and personal consumption expenditures (PCE) increased $18.0 billion (0.1 percent). Real DPI decreased 0.1 percent in Augu","Personal Income and Outlays, August 2017",8ef9fa8ca5cdc0d59970deb748c1224b0c05971497a8f6750840d5e63c5352c7,2026-09-05T17:17:04.066202+00:00,sources/5451fe50120f97106ff33d1c.html,personal-income-and-outlays-august-2017,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
https://www.bea.gov/news/2017/personal-income-and-outlays-december-2016,national_pce,"Personal Income and Outlays, December 2016",2016-12,2017-01-30T13:30:00+00:00,2017-01-30T08:30:00-05:00,EST,"EMBARGOED UNTIL RELEASE AT 8:30 A.M. EST, Monday, January 30, 2017 BEA 17-04 Personal Income and Outlays, December 2016 Personal income increased $50.2 billion (0.3 percent) in December according to estimates released today by the Bureau of Economic Analysis. Disposable personal income (DPI) increased $43.6 billion (0.3 percent) and personal consumption expenditures (PCE) increased $63.1 billion (0.5 percent). Real DPI increased 0.1 percent in De","Personal Income and Outlays, December 2016",16cbb050a434dac7a36cb6ae1cc515950a2f7463b112ffbd2e692f9d8cf6a653,2026-09-05T17:17:05.016400+00:00,sources/1153dd4cf609e227a0bda5bf.html,personal-income-and-outlays-december-2016,yes,Official h1 identity and embargo date/time reviewed; retained document content confirms product scope. Reference period is separate from public release time.
